iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
CAN,North America,Canada,2020-06-22,103418.0,340.0,379.286,8646.0,20.0,21.286,2740.119,9.008,10.049,229.081,0.53,0.564,0.82,146.0,3.868,891.0,23.608,,,,,28677.0,2444118.0,64.758,0.76,37235.0,0.987,0.01,98.2,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-06-23,103767.0,349.0,382.857,8670.0,24.0,21.286,2749.366,9.247,10.144,229.717,0.636,0.564,0.83,147.0,3.895,912.0,24.164,,,,,38751.0,2482869.0,65.785,1.027,38020.0,1.007,0.01,99.3,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-06-24,104087.0,320.0,370.857,8700.0,30.0,22.571,2757.844,8.479,9.826,230.511,0.795,0.598,0.83,142.0,3.762,886.0,23.475,,,,,35781.0,2518650.0,66.733,0.948,37738.0,1.0,0.01,101.8,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-06-25,104463.0,376.0,369.429,8723.0,23.0,24.0,2767.807,9.962,9.788,231.121,0.609,0.636,0.84,137.0,3.63,869.0,23.025,,,,,39713.0,2558363.0,67.785,1.052,37560.0,0.995,0.01,101.7,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-06-26,104629.0,166.0,330.714,8730.0,7.0,21.429,2772.205,4.398,8.762,231.306,0.185,0.568,0.85,125.0,3.312,846.0,22.415,,,,,39880.0,2598243.0,68.842,1.057,36954.0,0.979,0.009,111.7,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-06-27,104878.0,249.0,302.286,8739.0,9.0,18.571,2778.802,6.597,8.009,231.545,0.238,0.492,0.86,115.0,3.047,818.0,21.673,,,,,42072.0,2640315.0,69.957,1.115,36791.0,0.975,0.008,121.7,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-06-28,105193.0,315.0,302.143,8749.0,10.0,17.571,2787.149,8.346,8.005,231.81,0.265,0.466,0.88,109.0,2.888,774.0,20.508,,,,,36390.0,2676705.0,70.921,0.964,37323.0,0.989,0.008,123.5,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-06-29,105830.0,637.0,344.571,8768.0,19.0,17.429,2804.026,16.878,9.13,232.313,0.503,0.462,0.9,107.0,2.835,792.0,20.984,,,,,44980.0,2721685.0,72.113,1.192,39652.0,1.051,0.009,115.1,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-06-30,106097.0,267.0,332.857,8780.0,12.0,15.714,2811.101,7.074,8.819,232.631,0.318,0.416,0.9,96.0,2.544,756.0,20.031,,,,,48468.0,2770153.0,73.397,1.284,41041.0,1.087,0.008,123.3,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-01,106288.0,191.0,314.429,8790.0,10.0,12.857,2816.161,5.061,8.331,232.896,0.265,0.341,0.9,93.0,2.464,740.0,19.607,,,,,,,,,41507.0,1.1,0.008,132.0,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-02,106643.0,355.0,311.429,8806.0,16.0,11.857,2825.567,9.406,8.251,233.32,0.424,0.314,0.91,88.0,2.332,635.0,16.825,,,,,,2848244.0,75.466,,41412.0,1.097,0.008,133.0,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-03,106962.0,319.0,333.286,8813.0,7.0,11.857,2834.019,8.452,8.831,233.505,0.185,0.314,0.92,87.0,2.305,649.0,17.196,,,,,37502.0,2885746.0,76.459,0.994,41072.0,1.088,0.008,123.2,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-04,107185.0,223.0,329.571,8821.0,8.0,11.714,2839.928,5.909,8.732,233.717,0.212,0.31,0.92,79.0,2.093,632.0,16.745,,,,,29208.0,2914954.0,77.233,0.774,39234.0,1.04,0.008,119.0,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-05,107394.0,209.0,314.429,8823.0,2.0,10.571,2845.465,5.538,8.331,233.77,0.053,0.28,0.94,77.0,2.04,615.0,16.295,,,,,25971.0,2940925.0,77.921,0.688,37746.0,1.0,0.008,120.0,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-06,107815.0,421.0,283.571,8836.0,13.0,9.714,2856.62,11.155,7.513,234.115,0.344,0.257,0.95,72.0,1.908,597.0,15.818,,,,,34786.0,2975711.0,78.843,0.922,36289.0,0.961,0.008,128.0,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-07,108023.0,208.0,275.143,8843.0,7.0,9.0,2862.131,5.511,7.29,234.3,0.185,0.238,0.96,70.0,1.855,582.0,15.42,,,,,44461.0,3020172.0,80.021,1.178,35717.0,0.946,0.008,129.8,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-08,108334.0,311.0,292.286,8855.0,12.0,9.286,2870.371,8.24,7.744,234.618,0.318,0.246,0.98,72.0,1.908,556.0,14.732,,,,,35169.0,3055341.0,80.953,0.932,35163.0,0.932,0.008,120.3,people tested,,,,,,,,,,68.98,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-09,108656.0,322.0,287.571,8865.0,10.0,8.429,2878.903,8.532,7.619,234.883,0.265,0.223,1.0,70.0,1.855,526.0,13.937,,,,,42852.0,3098193.0,82.088,1.135,35707.0,0.946,0.008,124.2,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-10,108984.0,328.0,288.857,8879.0,14.0,9.429,2887.593,8.691,7.653,235.254,0.371,0.25,1.01,73.0,1.934,527.0,13.963,,,,,44509.0,3142702.0,83.268,1.179,36708.0,0.973,0.008,127.1,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-11,109150.0,166.0,280.714,8882.0,3.0,8.714,2891.992,4.398,7.438,235.334,0.079,0.231,1.02,67.0,1.775,529.0,14.016,,,,,40814.0,3183516.0,84.349,1.081,38366.0,1.017,0.007,136.7,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-12,109348.0,198.0,279.143,8887.0,5.0,9.143,2897.238,5.246,7.396,235.466,0.132,0.242,1.05,67.0,1.775,514.0,13.619,,,,,29363.0,3212879.0,85.127,0.778,38851.0,1.029,0.007,139.2,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-13,109984.0,636.0,309.857,8895.0,8.0,8.429,2914.089,16.851,8.21,235.678,0.212,0.223,1.08,69.0,1.828,525.0,13.91,,,,,44729.0,3257608.0,86.312,1.185,40271.0,1.067,0.008,130.0,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-14,110350.0,366.0,332.429,8900.0,5.0,8.143,2923.786,9.697,8.808,235.811,0.132,0.216,1.08,71.0,1.881,530.0,14.043,,,,,44875.0,3302483.0,87.501,1.189,40330.0,1.069,0.008,121.3,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-15,110693.0,343.0,337.0,8914.0,14.0,8.429,2932.874,9.088,8.929,236.182,0.371,0.223,1.09,65.0,1.722,503.0,13.327,,,,,39410.0,3341893.0,88.545,1.044,40936.0,1.085,0.008,121.5,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-16,111144.0,451.0,355.429,8926.0,12.0,8.714,2944.824,11.95,9.417,236.499,0.318,0.231,1.1,60.0,1.59,491.0,13.009,,,,,45862.0,3387755.0,89.761,1.215,41366.0,1.096,0.009,116.4,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-17,111559.0,415.0,367.857,8936.0,10.0,8.143,2955.819,10.996,9.747,236.764,0.265,0.216,1.1,65.0,1.722,483.0,12.797,,,,,50286.0,3438041.0,91.093,1.332,42191.0,1.118,0.009,114.7,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-18,111875.0,316.0,389.286,8939.0,3.0,8.143,2964.192,8.373,10.314,236.844,0.079,0.216,1.11,68.0,1.802,470.0,12.453,,,,,43763.0,3481804.0,92.252,1.16,42613.0,1.129,0.009,109.5,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-19,112168.0,293.0,402.857,8943.0,4.0,8.0,2971.955,7.763,10.674,236.95,0.106,0.212,1.12,71.0,1.881,481.0,12.744,,,,,38738.0,3520542.0,93.279,1.026,43952.0,1.165,0.009,109.1,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-20,112938.0,770.0,422.0,8947.0,4.0,7.429,2992.357,20.402,11.181,237.056,0.106,0.197,1.13,79.0,2.093,488.0,12.93,,,,,53088.0,3573630.0,94.685,1.407,45146.0,1.196,0.009,107.0,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-21,113473.0,535.0,446.143,8954.0,7.0,7.714,3006.532,14.175,11.821,237.241,0.185,0.204,1.12,74.0,1.961,496.0,13.142,,,,,43098.0,3616728.0,95.827,1.142,44892.0,1.189,0.01,100.6,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-22,113790.0,317.0,442.429,8958.0,4.0,6.286,3014.931,8.399,11.722,237.347,0.106,0.167,1.11,78.0,2.067,496.0,13.142,,,,,43050.0,3659778.0,96.968,1.141,45412.0,1.203,0.01,102.6,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-23,114398.0,608.0,464.857,8966.0,8.0,5.714,3031.04,16.109,12.317,237.559,0.212,0.151,1.11,78.0,2.067,511.0,13.539,,,,,37544.0,3697322.0,97.963,0.995,44224.0,1.172,0.011,95.1,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-24,115115.0,717.0,508.0,8970.0,4.0,4.857,3050.038,18.997,13.46,237.665,0.106,0.129,1.1,71.0,1.881,484.0,12.824,,,,,20161.0,3717483.0,98.497,0.534,39920.0,1.058,0.013,78.6,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-25,115470.0,355.0,513.571,8974.0,4.0,5.0,3059.444,9.406,13.607,237.771,0.106,0.132,1.08,67.0,1.775,425.0,11.261,,,,,44444.0,3761927.0,99.674,1.178,40018.0,1.06,0.013,77.9,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-26,115789.0,319.0,517.286,8978.0,4.0,5.0,3067.896,8.452,13.706,237.877,0.106,0.132,1.06,64.0,1.696,398.0,10.545,,,,,40023.0,3801950.0,100.735,1.06,40201.0,1.065,0.013,77.7,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-27,116471.0,682.0,504.714,8991.0,13.0,6.286,3085.966,18.07,13.373,238.222,0.344,0.167,1.06,63.0,1.669,401.0,10.625,,,,,61880.0,3863830.0,102.374,1.64,41457.0,1.098,0.012,82.1,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-28,116871.0,400.0,485.429,9001.0,10.0,6.714,3096.564,10.598,12.862,238.487,0.265,0.178,1.04,65.0,1.722,412.0,10.916,,,,,35362.0,3899192.0,103.311,0.937,40352.0,1.069,0.012,83.1,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-29,117357.0,486.0,509.571,9006.0,5.0,6.857,3109.441,12.877,13.501,238.619,0.132,0.182,1.03,65.0,1.722,403.0,10.678,,,,,47373.0,3946565.0,104.566,1.255,40970.0,1.086,0.012,80.4,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-30,117677.0,320.0,468.429,9019.0,13.0,7.571,3117.919,8.479,12.411,238.964,0.344,0.201,1.02,74.0,1.961,411.0,10.89,,,,,50060.0,3996625.0,105.893,1.326,42758.0,1.133,0.011,91.3,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-07-31,118281.0,604.0,452.286,9025.0,6.0,7.857,3133.923,16.003,11.984,239.123,0.159,0.208,1.01,74.0,1.961,379.0,10.042,,,,,53733.0,4050358.0,107.317,1.424,47554.0,1.26,0.01,105.1,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-01,118523.0,242.0,436.143,9029.0,4.0,7.857,3140.335,6.412,11.556,239.229,0.106,0.208,0.99,74.0,1.961,366.0,9.697,,,,,48394.0,4098752.0,108.599,1.282,48118.0,1.275,0.009,110.3,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-02,118768.0,245.0,425.571,9032.0,3.0,7.714,3146.826,6.491,11.276,239.308,0.079,0.204,0.99,75.0,1.987,358.0,9.485,,,,,44707.0,4143459.0,109.783,1.185,48787.0,1.293,0.009,114.6,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-03,118973.0,205.0,357.429,9035.0,3.0,6.286,3152.258,5.432,9.47,239.387,0.079,0.167,0.99,74.0,1.961,359.0,9.512,,,,,34736.0,4178195.0,110.704,0.92,44909.0,1.19,0.008,125.6,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-04,119659.0,686.0,398.286,9043.0,8.0,6.0,3170.434,18.176,10.553,239.599,0.212,0.159,1.0,87.0,2.305,363.0,9.618,,,,,58326.0,4236521.0,112.249,1.545,48190.0,1.277,0.008,121.0,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-05,120033.0,374.0,382.286,9049.0,6.0,6.143,3180.343,9.909,10.129,239.758,0.159,0.163,1.0,88.0,2.332,341.0,9.035,,,,,36085.0,4272606.0,113.205,0.956,46577.0,1.234,0.008,121.8,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-06,120387.0,354.0,387.143,9055.0,6.0,5.143,3189.722,9.379,10.258,239.917,0.159,0.136,1.0,83.0,2.199,346.0,9.167,,,,,46566.0,4319172.0,114.439,1.234,46078.0,1.221,0.008,119.0,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-07,120903.0,516.0,374.571,9060.0,5.0,5.0,3203.394,13.672,9.924,240.05,0.132,0.132,1.0,60.0,1.59,328.0,8.691,,,,,48036.0,4367208.0,115.712,1.273,45264.0,1.199,0.008,120.8,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-08,121148.0,245.0,375.0,9064.0,4.0,5.0,3209.885,6.491,9.936,240.156,0.106,0.132,1.0,64.0,1.696,314.0,8.32,,,,,36830.0,4404038.0,116.688,0.976,43612.0,1.156,0.009,116.3,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-09,121367.0,219.0,371.286,9067.0,3.0,5.0,3215.688,5.803,9.837,240.235,0.079,0.132,1.0,78.0,2.067,311.0,8.24,,,,,43772.0,4447810.0,117.847,1.16,43479.0,1.152,0.009,117.1,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-10,122053.0,686.0,440.0,9074.0,7.0,5.571,3233.864,18.176,11.658,240.421,0.185,0.148,1.01,71.0,1.881,302.0,8.002,,,,,57408.0,4505218.0,119.368,1.521,46718.0,1.238,0.009,106.2,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-11,122389.0,336.0,390.0,9080.0,6.0,5.286,3242.766,8.903,10.333,240.58,0.159,0.14,1.01,69.0,1.828,286.0,7.578,,,,,36529.0,4541747.0,120.336,0.968,43604.0,1.155,0.009,111.8,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-12,122703.0,314.0,381.429,9085.0,5.0,5.143,3251.086,8.32,10.106,240.712,0.132,0.136,1.01,66.0,1.749,273.0,7.233,,,,,39336.0,4581083.0,121.378,1.042,44068.0,1.168,0.009,115.5,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-13,123180.0,477.0,399.0,9091.0,6.0,5.143,3263.724,12.638,10.572,240.871,0.159,0.136,1.02,67.0,1.775,268.0,7.101,,,,,54022.0,4635105.0,122.81,1.431,45133.0,1.196,0.009,113.1,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-14,123605.0,425.0,386.0,9095.0,4.0,5.0,3274.985,11.261,10.227,240.977,0.106,0.132,1.02,67.0,1.775,271.0,7.18,,,,,50558.0,4685663.0,124.149,1.34,45494.0,1.205,0.008,117.9,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-15,123825.0,220.0,382.429,9101.0,6.0,5.286,3280.814,5.829,10.133,241.136,0.159,0.14,1.02,67.0,1.775,265.0,7.021,,,,,55483.0,4741146.0,125.619,1.47,48158.0,1.276,0.008,125.9,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-16,124004.0,179.0,376.714,9106.0,5.0,5.571,3285.557,4.743,9.981,241.269,0.132,0.148,1.03,67.0,1.775,263.0,6.968,,,,,37214.0,4778360.0,126.605,0.986,47221.0,1.251,0.008,125.3,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-17,124218.0,214.0,309.286,9108.0,2.0,4.857,3291.227,5.67,8.195,241.322,0.053,0.129,1.05,61.0,1.616,245.0,6.491,,,,,61683.0,4840043.0,128.24,1.634,47832.0,1.267,0.006,154.7,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-18,125084.0,866.0,385.0,9118.0,10.0,5.429,3314.172,22.945,10.201,241.587,0.265,0.144,1.07,62.0,1.643,256.0,6.783,,,,,40129.0,4880172.0,129.303,1.063,48346.0,1.281,0.008,125.6,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-19,125408.0,324.0,386.429,9124.0,6.0,5.571,3322.757,8.585,10.239,241.746,0.159,0.148,1.07,63.0,1.669,259.0,6.862,,,,,45274.0,4925446.0,130.503,1.2,49195.0,1.303,0.008,127.3,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-20,125625.0,217.0,349.286,9127.0,3.0,5.143,3328.506,5.75,9.255,241.825,0.079,0.136,1.08,62.0,1.643,247.0,6.544,,,,,48769.0,4974215.0,131.795,1.292,48444.0,1.284,0.007,138.7,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-21,126319.0,694.0,387.714,9141.0,14.0,6.571,3346.894,18.388,10.273,242.196,0.371,0.174,1.09,55.0,1.457,238.0,6.306,,,,,59844.0,5034059.0,133.38,1.586,49771.0,1.319,0.008,128.4,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-22,126560.0,241.0,390.714,9142.0,1.0,5.857,3353.279,6.385,10.352,242.223,0.026,0.155,1.09,48.0,1.272,232.0,6.147,,,,,42675.0,5076734.0,134.511,1.131,47941.0,1.27,0.008,122.7,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-23,126817.0,257.0,401.857,9146.0,4.0,5.714,3360.089,6.809,10.647,242.328,0.106,0.151,1.1,44.0,1.166,226.0,5.988,,,,,38756.0,5115490.0,135.538,1.027,48161.0,1.276,0.008,119.8,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-24,127594.0,777.0,482.286,9154.0,8.0,6.571,3380.676,20.587,12.778,242.54,0.212,0.174,1.12,43.0,1.139,229.0,6.067,,,,,53676.0,5169166.0,136.96,1.422,47018.0,1.246,0.01,97.5,people tested,,,,,,,,,,67.13,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CAN,North America,Canada,2020-08-25,127903.0,309.0,402.714,9159.0,5.0,5.857,3388.863,8.187,10.67,242.673,0.132,0.155,1.12,43.0,1.139,236.0,6.253,,,,,35920.0,5205086.0,137.912,0.952,46416.0,1.23,0.009,115.3,people tested,,,,,,,,,,64.35,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
